index,text,label
431,14905,@HighwaysWMIDS Hi I was wondering I am travelling to Liverpool Sunday leaving London at 07.00 will there be any road closures,travel
1794,35694,@pinewoodsrunner puts into perspective my own problems. all the best to you both.,general
1032,10591,I just want to know what it’s like to not have bills.... or a job 😩 can I time travel back to my daycare days?,general_travel
1948,13698,just announced: #blackpanther will be returning to the big screen at participating @amctheatres for free from february 1st-7th to celebrate #blackhistorymonth! https://t.co/bztbb4qgjk,general
430,5826,Officially enrolled in TSA Precheck. Now Iâ€™ll (hopefully) never again have to be berated by @CourtneyLTanner for my travel habits,travel
2024,3891,i hate when i’m trynna be a hoe and my mom trynna clean 🙄🤪😭 https://t.co/j6q7rkazs4,general
1827,10403,"when you meet the parents of the jbag you got trapped by &amp; they scream “congratulations on the baby, how do you feel?” https://t.co/ybnge3eeaj",general
1990,30889,my ultimate dancer crush cha hyunseung is in cebu rn. i wanna ditch work and find him srsly. anyway i need a break too lol https://t.co/bvr7z0ofpq,general
1854,18305,another look at the leaked stadium series jerseys... (@dkviper) #flyers #pens https://t.co/2dv4sgzsdo,general
2384,32547,@marwilliamson just. no. this election is too important- our democracy is at stake. too many are being guided by their egos and entering this race without any qualifications whatsoever. life under the current unqualified regime should be a lesson in what not to do.,general
268,1680,"@wandercrystal I feel like while I travel differently now, I have a different kind of appreciation for the places I go.",travel
482,21722,@to_sustenance @IndyGoldy @CaseyRu26061106 LOL. It amazed me how he would just assume I would be there waiting. And when I said I had a boyfriend there he asked for the next day! But something so wrong coming back from being w/whom he supposedly is in love w/only to hit on me bookending the trip. And he did it to me too.,travel
2062,32392,@chantaldykerman so i've heard! only other movie i've seen him in is night at the museum though lmao,general
1028,8198,@Lilywhite_Rose @bbcmerseysport Average of 5 a game. I’ll settle for another five on our next trip to Merseyside 😜,general_travel
1046,9332,Trump will cancel planned Davos trip if shutdown continues https://t.co/UR0cEr6tNr,general_travel
406,17034,"@Delta I have an award trip tonight on a partner airline I tried to check in, it transferred me over to China Airlines but they don’t recognize me —what do I do?",travel
964,27603,V/Line Train - The 9:16pm Waurn Ponds to Sthn Cross service will not run. Passengers to travel via the 10:36pm Waurn Ponds to Sthn Cross service,general_travel
1890,43737,idk about u guys but my typical go to style in high school was “ion wanna be here “ look so best believe i got 0 play,general
536,604,"An airport trip like no other: Small splashy boat for 30 minutes to the airport jetty on an adjacent island, and then walk up the path to the tiny open-air airport. 🙌🏼 Have a feeling we’ll… https://t.co/GCWvegNV9A",travel
2302,40530,"jimmy buffett holds a gun to my head. ""draw the girl or so help me god i will send you to that particular harbor in the sky."" so here it is. #yukariakiyama @zeredek please help https://t.co/pizigffwea",general
132,15323,"Since I will be heading to #Canada in a couple of weeks, I'd appreciate if you could drop your blog posts on what to do/see in Canada in my comments ðŸ™‚ðŸ™ƒ Thanks! #travel #travelblog #travelblogger #wanderlust #adventure #traveltribe",travel
170,22477,"When I travel I do to discover myself, but sometimes I find beautiful souls around I don't expect to but I love them!! Thank you not only for the awe pic chasingmediterraneanwaves! 🤙🏻✨… https://t.co/RLkn4VOr5c",travel
879,42792,PM Modi travel history will shock you. Before you go and hit that voting button this is what you must know! What are your views? https://t.co/hFZaEc89PL https://t.co/XgYQEoQ5tF,general_travel
2524,17029,"welcome to the latest brexit hot take:
“it would do the country good to go without food” https://t.co/u2vt1senvz",general
856,21814,Here is the draw for #round1 of the #BARLANationalCup #under14s Tough away draw for our boys. Going to be an early start for the trip to our old friends @BrowWath #RLFAMILY #Cumbria #comeonrangers https://t.co/ckOoKEYyXa,general_travel
902,8871,"@atlsuperbowl53 Our consultancy services offer solutions for corporate security, crisis management &amp; travel security. Extensive experience for largest U.S. sporting events We are seeking additional clients for @SuperBowl #ATLSB53 
This will be our 18th consecutive SB event. 
#ExecutiveProtection https://t.co/Sccl8ca6z7",general_travel
1918,38350,@goldnmyear @sfgate @realdonaldtrump hillary should be in jali and o covered up for her .,general
88,10040,@TheUncorkedLib This is good to know! I will have to start keeping this in mind when I travel.,travel
2022,29281,drake just addressed the meek mill &amp; wayne vs universal situation in this new verse over the hov family feud beat...2017 will go down in history as one of hip hop's best years...and he threw in a trump diss. https://t.co/drpgypavvr,general
2358,19472,the karma you get for fucking over a good person is the asshole you end up w.,general
2048,19958,honestly? fuck blink 182. this is the second year in a row https://t.co/ak7wi9ixqb,general
445,13851,"@BTS_twt Ahhh Namjoon, please bring me along. 😂 I love your travel photos",travel
480,35779,@smiffy1239 I'll make you a cup of tea lad on the house so you can save them moneys for travelling,travel
1004,20597,i wanna take tae and chae around the world to see the most beautiful things ever idk they just seem like the ppl who would love to travel and take the most beautiful pictures,general_travel
1954,17903,@bwamarsh what’s they rank in the west,general
616,11234,"@StevePenk @GaryLineker 4 home games in over 10 days, can anyone afford that? Yes 2 are in the league but it’s not just the tickets but travel and food and drinks plus maybe family. Never listen to ex footballers on matters like this anyway big Ste. Don",general_travel
1893,37294,here's a president that gets us pretty fired up. he's the natural calf of the one and only sav blackcap may 273. #president #blackcapmay #cdnangus #angus #anguscattle #iamangus https://t.co/pkxefhwuih,general
176,37235,I could really use your support to send me to Guatemala this summer. Visit my page to learn more about what Iâ€™ll be doing and donate if you can! Thanks for your support â¤ï¸https://t.co/cGTSwcUtka,travel
999,39584,@RepSwalwell @realDonaldTrump That's one of the Stupidest things I've heard the @SenateDems say. Lets not have a Secure border but let's travel to Central America to see why they have problems. #FixTheUnitedStates #BuildOurWallNOW #CentralAmericaCanBuildt,general_travel
2183,15025,if you told the little girl who tweeted all this that one day she'd meet joe she'd laugh in your face honestly https://t.co/isstx9ck9i,general
527,2838,tomorrow I’ll be going to a whole new ass country (Costa Rica) for 10 days serving for a nursing school trip. Let’s get it 🙏🏽,travel
2362,36282,"even though the broly movie was leaked on youtube, please go watch it in theater. the experience of watching the movie on the big screen is priceless",general
1777,28652,"terrified of what i'd be
as a kid from what i've seen
every single day when people try
and put the pieces back together",general
347,41732,"Follow me: @itsmattgriffith  
The Cinque Terre, meaning ""Five Lands,"" is a rugged portion of coast on the Italian Riviera. 
Photo Credit: @giseleturgeon  
#love #travel #cinqueterre #italy #riviera #beautiful #sea #colors #mediterranean #itsmattgriffith https://t.co/W5an6iv4lN",travel
2086,21183,@trlvlajlmln the guy ain’t said nothing yet jsjsjsksk,general
345,33385,all i wan do is fall in love and travel 😩😩,travel
393,22424,@thelioma_meso Looks like it’s time for a road trip! https://t.co/n2KGkMa0D9,travel
439,18921,"Hi I’m going to New York. Shits been booked, finances have been sorted (NJ is waaayyy cheaper then Manhattan hey) and work has approved my request for time off. 

My travel agent is a gem for bundling everything together for me 💕",travel
1912,10322,"@dcmxnspcxk @pcmnenthusiast i’m unfortunately not a big fan of tea sans iced tea in all honesty, but i do have plenty of water/juice and medicine to hopefully get me over the hump. 

your kind words are very much appreciated, my friend",general
1045,31309,Several years ago her husband broke her and her daughter's hearts. Now Leah is a successful travel blogger,general_travel
523,17612,"Like baby steps. Let’s take a short road trip before we start taking trips that require airports. If you don’t know how to act 5 hours away from home, what do I look like being with you in Miami, London, Dubai. 🙅🏽‍♀️🙅🏽‍♀️",travel
30,40843,"I may be broke, but it was worth every penny. I’ll never forget this trip with my best friends. I will see you soon Orlando. @ Camping World Stadium https://t.co/83BQWeKG5a",travel
1802,16769,"exactly what a neo nazi would do.
new dem. rep. @ilhan omar, who wishes gays dead and that isreal didn't exist, contacted a judge to get looser sentence for isis recruits. 
#wakeupamerica https://t.co/k0wghleg9o",general
2119,38580,me? a sub? ha! https://t.co/rysuadex4p,general
1770,6346,@hoo00lia @richomielex i’m sorry if you feel me telling you you’re valid in how you feel is me dismissing you as emotional. that’s not my intention.,general
2091,9945,"3) total nonfarm payroll employment increased by 312,000 in december 2018. https://t.co/u3yujizc8q https://t.co/ejmil7jufg",general
